Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Term Source REF	Characteristics [OrganismPart]	Term Source REF	Characteristics [GrowthCondition]	Characteristics [Organism]	Term Source REF	Characteristics [StrainOrLine]	Characteristics [OrganismPart]	Term Source REF	Characteristics [BioSourceType]	Characteristics [BioSourceProvider]	Characteristics [DevelopmentalStage]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Term Source REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Factor Value [Time]	Unit [TimeUnit]	Factor Value [StrainOrLine]	Factor Value [GrowthCondition]	Factor Value [OrganismPart]	Term Source REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]	
3793_3792	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3793_3792	P-TABM-3834	3793_3792	total_RNA	The MGED Ontology	3793_3792_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	843_0150_Burt_775_thymuspool3	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	control	thymus	NCI_thesaurus	843_0150_Burt_775_thymuspool3	843_0150_Burt_775_thymuspool3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3754_3753_3795	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3754_3753_3795	P-TABM-3834	3754_3753_3795	total_RNA	The MGED Ontology	3754_3753_3795_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	776_0150_Burt_692_spleenpool15	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	control	spleen	NCI_thesaurus	776_0150_Burt_692_spleenpool15	776_0150_Burt_692_spleenpool15.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3365_3337	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3365_3337	P-TABM-3834	3365_3337	total_RNA	The MGED Ontology	3365_3337_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	731_0150_Burt_730_spleenpool24	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	731_0150_Burt_730_spleenpool24	731_0150_Burt_730_spleenpool24.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3778_3781_3741	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3778_3781_3741	P-TABM-3834	3778_3781_3741	total_RNA	The MGED Ontology	3778_3781_3741_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	831_0150_Burt_817_thymuspool16	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	infected with MDV	thymus	NCI_thesaurus	831_0150_Burt_817_thymuspool16	831_0150_Burt_817_thymuspool16.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3785_3774_3775	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3785_3774_3775	P-TABM-3834	3785_3774_3775	total_RNA	The MGED Ontology	3785_3774_3775_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	720_0150_Burt_719_spleenpool2	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	control	spleen	NCI_thesaurus	720_0150_Burt_719_spleenpool2	720_0150_Burt_719_spleenpool2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3386_3347_3351	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3386_3347_3351	P-TABM-3834	3386_3347_3351	total_RNA	The MGED Ontology	3386_3347_3351_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	852_0150_Burt_784_thymuspool21	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	control	thymus	NCI_thesaurus	852_0150_Burt_784_thymuspool21	852_0150_Burt_784_thymuspool21.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3749_3776_3767	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3749_3776_3767	P-TABM-3834	3749_3776_3767	total_RNA	The MGED Ontology	3749_3776_3767_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	827_0150_Burt_813_thymuspool8	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	resistant (line6)	control	thymus	NCI_thesaurus	827_0150_Burt_813_thymuspool8	827_0150_Burt_813_thymuspool8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3783_3772_3760	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3783_3772_3760	P-TABM-3834	3783_3772_3760	total_RNA	The MGED Ontology	3783_3772_3760_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	830_0150_Burt_816_thymuspool14	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	control	thymus	NCI_thesaurus	830_0150_Burt_816_thymuspool14	830_0150_Burt_816_thymuspool14.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3341_3346_3342	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3341_3346_3342	P-TABM-3834	3341_3346_3342	total_RNA	The MGED Ontology	3341_3346_3342_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	781_0150_Burt_697_spleenpool25	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	control	spleen	NCI_thesaurus	781_0150_Burt_697_spleenpool25	781_0150_Burt_697_spleenpool25.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3799_3777_3750	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3799_3777_3750	P-TABM-3834	3799_3777_3750	total_RNA	The MGED Ontology	3799_3777_3750_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	771_0150_Burt_687_spleenpool5	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	infected with MDV	spleen	NCI_thesaurus	771_0150_Burt_687_spleenpool5	771_0150_Burt_687_spleenpool5.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3339_3348_3344	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3339_3348_3344	P-TABM-3834	3339_3348_3344	total_RNA	The MGED Ontology	3339_3348_3344_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	840_0150_Burt_826_thymuspool34	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	susceptible (line7)	infected with MDV	thymus	NCI_thesaurus	840_0150_Burt_826_thymuspool34	840_0150_Burt_826_thymuspool34.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3355_3370_3378	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3355_3370_3378	P-TABM-3834	3355_3370_3378	total_RNA	The MGED Ontology	3355_3370_3378_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	730_0150_Burt_729_spleenpool22	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	730_0150_Burt_729_spleenpool22	730_0150_Burt_729_spleenpool22.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3352_3351_3360	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3352_3351_3360	P-TABM-3834	3352_3351_3360	total_RNA	The MGED Ontology	3352_3351_3360_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	778_0150_Burt_694_spleenpool19	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	control	spleen	NCI_thesaurus	778_0150_Burt_694_spleenpool19	778_0150_Burt_694_spleenpool19.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3779_3784_3759	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3779_3784_3759	P-TABM-3834	3779_3784_3759	total_RNA	The MGED Ontology	3779_3784_3759_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	775_0150_Burt_691_spleenpool13	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	control	spleen	NCI_thesaurus	775_0150_Burt_691_spleenpool13	775_0150_Burt_691_spleenpool13.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3367_3361_3380	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3367_3361_3380	P-TABM-3834	3367_3361_3380	total_RNA	The MGED Ontology	3367_3361_3380_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	782_0150_Burt_698_spleenpool27	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	control	spleen	NCI_thesaurus	782_0150_Burt_698_spleenpool27	782_0150_Burt_698_spleenpool27.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3356_3383_3350	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3356_3383_3350	P-TABM-3834	3356_3383_3350	total_RNA	The MGED Ontology	3356_3383_3350_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	856_0150_Burt_788_thymuspool29	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	infected with MDV	thymus	NCI_thesaurus	856_0150_Burt_788_thymuspool29	856_0150_Burt_788_thymuspool29.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3799_3777_3750	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3799_3777_3750	P-TABM-3834	3799_3777_3750	total_RNA	The MGED Ontology	3799_3777_3750_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	844_0150_Burt_776_thymuspool5	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	infected with MDV	thymus	NCI_thesaurus	844_0150_Burt_776_thymuspool5	844_0150_Burt_776_thymuspool5.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3783_3772_3760	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3783_3772_3760	P-TABM-3834	3783_3772_3760	total_RNA	The MGED Ontology	3783_3772_3760_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	726_0150_Burt_725_spleenpool14	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	control	spleen	NCI_thesaurus	726_0150_Burt_725_spleenpool14	726_0150_Burt_725_spleenpool14.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3349_3389_3385	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3349_3389_3385	P-TABM-3834	3349_3389_3385	total_RNA	The MGED Ontology	3349_3389_3385_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	833_0150_Burt_819_thymuspool20	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	control	thymus	NCI_thesaurus	833_0150_Burt_819_thymuspool20	833_0150_Burt_819_thymuspool20.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3381_3345_3359	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3381_3345_3359	P-TABM-3834	3381_3345_3359	total_RNA	The MGED Ontology	3381_3345_3359_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	784_0150_Burt_700_spleenpool31	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	susceptible (line7)	control	spleen	NCI_thesaurus	784_0150_Burt_700_spleenpool31	784_0150_Burt_700_spleenpool31.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3338_3364_3343	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3338_3364_3343	P-TABM-3834	3338_3364_3343	total_RNA	The MGED Ontology	3338_3364_3343_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	780_0150_Burt_696_spleenpool23	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	780_0150_Burt_696_spleenpool23	780_0150_Burt_696_spleenpool23.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
